auction,bidder,price,channel,url,date_time,extra
1001,1004,96533552,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,fezdhcpybvhaiwsokmivdihtclwflqalyckjwsfkthzeabrnikkmpoudvbh
1007,1001,242,channel-3148,https://www.nexmark.com/jge/pdmf/h_yz/item.htm?query=1&channel_id=842006528,1713277279926,nnivqhuhhrdwzxotpjqhyvtjgjmwjjpqcaisarvavlkdzwgwfwlwyiqppyjeasqchjc
1000,1001,373,channel-426,https://www.nexmark.com/qtfa/hhg/ti_b/item.htm?query=1&channel_id=1434451968,1713277279926,pvsedwtvfibtwmblcjbwwqcmxyiheagofirtzcugajszuknflpzrifvcmkhdb
1012,1001,71083760,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,nzewfezyahqvwzyhlexrxkitceccirlzmobbgmzqyxdqikfibdcwln
1000,1003,647009,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,ioovjnotukogjunozhdizqcnbjnrxmeilzbzklsbqnhigywncfwvclgiwtqfa
1009,1001,209960,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,oejlpluvzbupntipmypawwfhknjcdsybftuvelvvxdooipdhtymncfpssszmyuzrpkiptljknkjcgcij
1000,1001,522439,channel-1217,https://www.nexmark.com/r_d/vds/neb/item.htm?query=1&channel_id=2095054848,1713277279926,pxsumaicneklmzmkicimntwgpvfuwsnamcpljjbckxxbhruexuycxezi
1003,1001,89027544,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,xygnvigzwkzatyiblwehztrwujieclgybwrfaehjykahvacxhhbznflidl
1001,1008,34546,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,njwbojuftbozypucmzlhbnsjvocpkwoddwpiwcmtczauidinyjrfcsjbhdojum
1000,1002,322,channel-2691,https://www.nexmark.com/dyg/opd/dhv/item.htm?query=1&channel_id=1051721728,1713277279926,lteveaikvfrjxxdaqrazddfnrvctqhrxfiwpmiobaxdgmggzwayslemodrhuxqjaxgrfmwoywtbaez
1006,1001,333841,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,xihmuhyzwmxzvjxxbiiedifjtmvtrfcvdqkzwtgsezkgdckltlhudxiebatdjlkrwszdsircd
1000,1004,2349,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,wcpwdapichaucfhaetnvhazjsqdfigdngbtvqbzoyioftgetsydqjmirlcckmuuxdoekahfofqzu
1003,1001,42953,channel-7914,https://www.nexmark.com/fkb/zfwh/tzh/item.htm?query=1&channel_id=1467482112,1713277279926,lyqwfasfectzicmfqeaqzrgrhkbuindgqkyzncidkejbqfzmmmscgpnqczoorvapzl
1011,1001,5255,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,eewjaokbgtsmtqvcnymlbgfxyqtrfhkkibjdzmehrwagmouznulqofxiqjoj
1000,1001,14909,channel-6340,https://www.nexmark.com/ykti/nwn/niyx/item.htm?query=1&channel_id=588775424,1713277279926,fkfldvrijjfdvqlfybeszitprhermibkoospyjmhwetovpcxwpsqixwikmalkcymxzwrmfdnn
1000,1001,13982877,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,zinxwjnmnwmkmzeiulwmobyemfuzxgxxfjwsgciqkzlxjjikzldderpjnojpzfwophfxoisu
1000,1003,9353,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,vuwcuxlylmtzhszvejqufckdxqyraqvcpxuikuptchhlkekjkfdtpvgwtweziukeogryccfccst
1001,1001,84935,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,lmumwjmdkvkpmmuymeshqbjaadbxjfdfzwgzpkxgzqxbcwousvdiviolgunqcrdloqi
1000,1006,1433650,channel-5311,https://www.nexmark.com/__ds/fluj/gfdd/item.htm?query=1&channel_id=47710208,1713277279926,fpvyuvjfeblmclmptqgyqjexdqmadmidkmzjjuahzdazlluxlgtobevrlaqofoawb
1000,1001,28676694,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,ahcsbuaztykuefzxupfsdfbisouumcalnexlhdkzrlnmoubskbsckkkrlcyymubyv
1011,1009,12201,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,ldegdhrjvxogpfepjlyrplmwaajmilqtbcklvjlrqsioratqhznexvfhfpxjoosxbsahdmigtm
1000,1001,1930913,channel-497,https://www.nexmark.com/_app/zth/ruox/item.htm?query=1&channel_id=1887436800,1713277279926,ceoqatzejeipstwtfmhuthugdwcjsdxxleowtuygrhzqxioiaivjxvzja
1004,1001,2062,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,hbtvcdjftxdwefhvkrxmpmftivdurbkzzkipfxcohiazgcsooutimiqeppniu
1000,1001,567581,channel-4450,https://www.nexmark.com/l__/kjxu/onk/item.htm?query=1&channel_id=1183318016,1713277279926,lhpzlrymlrfcecmdzrzejitfcjriytwgnynrkgnteimknaxqcaifglrhlmkgspknzewtsvybt
1000,1001,3999,channel-7314,https://www.nexmark.com/msp/czxd/zhjp/item.htm?query=1&channel_id=1228406784,1713277279926,roguqpzmnpnxnnwjmpdtwphdpzkoygjcqbozqvadpoaltcslhvocbbnsirhslotloywjcwgdji
1010,1001,213,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,qkhydgyjsynjhkbdjndvisgdaaizgdcwclcftausqlnvzaykvkanaywophnapd
1006,1001,3414043,channel-8070,https://www.nexmark.com/kyop/aynn/_mo/item.htm?query=1&channel_id=1643642880,1713277279926,ozijhvrvcdvsaqvyqexcokwrdzyujoqpkxzfpzaienpekhepupkxbrohfmhfplcimalqhrpo
1006,1001,21659600,channel-5594,https://www.nexmark.com/bwl/avq/cxa_/item.htm?query=1&channel_id=1537736704,1713277279926,hwafykyrewqbrarikimagqojjzaaapukdlbrdnnahxzdveqkrmwjuerrjok
1009,1001,806,channel-2421,https://www.nexmark.com/vicj/tan/lno/item.htm?query=1&channel_id=1366294528,1713277279926,kwuoubkegqxkxpyhjiqdmnyybamtxywngrflpusqdojlljjfkrurevjn
1012,1001,170060,channel-4175,https://www.nexmark.com/aa_k/kwna/dfla/item.htm?query=1&channel_id=234356736,1713277279926,vzapgebfmsxhzuerzyrwllmnegfrtdzrmcbhyegxhdcvplmtmqyabewizrnxlpgqakekhzf
1001,1001,222,channel-4639,https://www.nexmark.com/_lwa/jlmz/slr/item.htm?query=1&channel_id=129499136,1713277279926,slezwepqwxkuotzmmgxxphtwxgpgewwokegalyjgtrxxpantexfrozfldnxhqqpegzmsefonzl
1010,1002,2092,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,nvsgjitnqhsiyuoifadmjogyorsqzgynhcndohrvimkjwajizewklabrdryfswvjfzdfmnfuamgf
1012,1001,3378476,channel-5845,https://www.nexmark.com/poa/qfk/i_al/item.htm?query=1,1713277279926,gwlikbhtkozyzoivungizpqdmkpnghcnmkzvfddhvfikpjmmrwwmrbawtto
1012,1001,3633428,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,mofogfwvqwfihdiozfcckwxttpywlixhhedieknxptzebsswfddqrrnyzmiefgrdsrvlfetw
1004,1000,783536,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,kympnlbjuuptauixzfvokhwtwrwlvicparhtpeksmhliguyekejauhkhlewupzgeuhfoyl
1002,1001,190,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,jnmgqpwtdimufujpkakrrzfbkmmhehcbstzzqjcochjabfqbaqealdllokzwwqjecw
1000,1001,10465998,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,gcetsbdiwnitfnzrpmybzzfxgxmkzvttznjsrewwuwtefjquendspeypqirwapoaingynwjkvap
1000,1001,506,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,gjuimwrkblsaglgrcyqjmsxdffzkknyljyfshrbpdeqvuonrrolqgkqwutiqktpdkus
1000,1004,92441,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,undgajsyybriicmuxttvjwdpfklhcoyqopkxhhknpjmegtgvxbjywtivqxspcxcysk
1000,1001,366,channel-9891,https://www.nexmark.com/dch/vdd/gfok/item.htm?query=1,1713277279926,jjaajhniylswoehzexnctzhwdiwfjersmvqkyodmaluyxnrojlistzkhz
1002,1001,76975,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,ttkwskoqsspbetqmpnuvxbhzgcgmrlcwvainmxzosnwalaojyvndsllujrglhyzyrralusoxnsyx
1000,1001,134003,channel-2775,https://www.nexmark.com/hb_e/vqy/lezu/item.htm?query=1&channel_id=347078656,1713277279926,txzxgcuhzwiawtbgiincolapzwzmvdipgtjmdufmghfvrklarzabdzpipvlxwqwictjgfs
1000,1001,507766,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,jrafonocnlalvjuqkzxxeetrwxshkgjanbtjnkeexhqpfebiqofekknwqwlnhgralcrh
1000,1001,148331,channel-6278,https://www.nexmark.com/gx_n/a_a/fpiu/item.htm?query=1&channel_id=1628962816,1713277279926,qlinlvjkpgiepqegeuhlezvockjfmuwjwivwakvytgstahddfequajqbuibkvkzohgrfuglpkyixro
1003,1005,1362,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,tkqmjhtyvtbtpzflvuarauftoymaxishewaxpixcecjxtynifxetjfaxpbfijouarsqmairksugd
1000,1001,128,channel-1137,https://www.nexmark.com/hqp/mev/qkc_/item.htm?query=1&channel_id=1910505472,1713277279926,fygnibgiokehbysxevebiployfmrdqhtpjzzfqjcfzecdxabmwvhdxasmlcfcnoehgrwsvzitarwfyrn
1000,1001,1269,channel-3255,https://www.nexmark.com/jap/cjde/on_m/item.htm?query=1&channel_id=315621376,1713277279926,grxlzmbiftvjhjkmjenyccqgibovqttkedghrbkgbteminfkhpqtryinykrpgwdcvafwydzmqjowpcauy
1000,1001,461574,channel-1315,https://www.nexmark.com/wwwv/sxm/hikr/item.htm?query=1&channel_id=996147200,1713277279926,iugddyabokogelsfvrrroebiavelhnnxdxbefjnktsbsgvxcnhpsvqcpq
1000,1001,2428,channel-822,https://www.nexmark.com/xjfb/znd/soyp/item.htm?query=1&channel_id=1824522240,1713277279926,cqrhovuhzzguvdwhbzwufkefjtywwjugjxzmpjtfcvzflmyfmahzipnrwuzfhqm
1000,1001,1530723,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,azcyxzdzyrqviqeyrukgldyctikiiikghpxgnxpzuwwudtcwkquatgevnbchlpwpdfcqobitwccpsz
1013,1004,13868,channel-2065,https://www.nexmark.com/wfar/rcnj/jjub/item.htm?query=1&channel_id=2012217344,1713277279926,umamsaylptyikamuxwhdjcxkvnjonsnfydmmhojeiwqaccrrdlzqniqvgqtrfxwsscgsxkgewk
1008,1001,5674209,channel-3628,https://www.nexmark.com/ir_/vdhq/kz_m/item.htm?query=1&channel_id=879755264,1713277279926,sudzlpcfmeceaoxybgalwrxfybdrwfxxbwoyfvbnfdwekxtstntsgckcpivmcmekvbguhatfpabha
1004,1001,5760983,channel-1492,https://www.nexmark.com/uym/y_v/gfjr/item.htm?query=1&channel_id=731906048,1713277279926,wzqxubmikdqfweoanroftuxnnotbvzdqbpggvlekgfcfstnhtdqwwqwylvmgcqsthvmlbyqcdjuyhoixr
1000,1001,5023,channel-3740,https://www.nexmark.com/pvw/mwt/hlbg/item.htm?query=1,1713277279926,gwhmqqivsxehzuntihrmjwfbtuooxhtsnuexpftrteelrqqdfdwxet
1000,1010,245,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,vivxkqpcoyugihsmnhzufshzeiuhmjawcihfrukofyhdgvjlmzwlfcblkctwupxzagutsoebequ
1000,1001,884,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,devgequoxwqwlsbphcozgigtjaphwjamgcovclbubkvtnjlncjafywilkbdxcuptwcoj
1000,1001,15183,channel-1216,https://www.nexmark.com/yqxz/l_f/_nj/item.htm?query=1&channel_id=52428800,1713277279926,tsexvpukagzhtzeehtiawqslipibgassksogtxgjalqlignmbzigckelebnzgeieszkuckgoxo
1000,1001,6468626,channel-3009,https://www.nexmark.com/_axy/eglb/hxsy/item.htm?query=1&channel_id=2083520512,1713277279926,hoblwuendoqaqoolwoepalazrfcremgotbwkcbzenzsriennroiawniujdaebzhasltintqwlsbk
1000,1001,4227,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,ygzvtsnwbgylzfcimnxspflivujggrugxfimmqwkdueqcwhsxsozubrevyvdmtwvuinrqhur
1000,1001,42172,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,iyaknvvsguajkexkihetelmdgpuxgwwhjeyzoikbpksskkfgnfvzmpgrtpdznjlwaxjvppqhz
1000,1001,1117,channel-2283,https://www.nexmark.com/reco/prdc/wolw/item.htm?query=1&channel_id=686817280,1713277279926,egcplthppdnagopltdaxqbpwspadqtiieckfwzdjnagksechlpkakmyrkylczntspkb
1000,1001,438,channel-7669,https://www.nexmark.com/tidz/xdo/noax/item.htm?query=1&channel_id=1346895872,1713277279926,qaemjtbmhrphfherfvdcmutaflgjybsggibkqvbecxnyyifwknybjagemjxhcwkcqkxhz
1000,1000,8084477,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,mfdmlrpmajlrvcfrgftxdbrgqqcsqgiobmxqailhzwtimadwclpjaocpfwrcaytizuzy
1004,1001,884890,channel-6669,https://www.nexmark.com/yyq/_sq/affz/item.htm?query=1&channel_id=1336410112,1713277279926,mavunixnxkezwyaeovbipkgxjofdoyufftqlqsyeajkafivlrwjfdxvxxprzjrkjlbzzboqyfo
1000,1001,19946192,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,ebbsmsmqdmthnbujlhmpwfygqgkydechxowhrzkbfujzpjavpusvhuycmrlgwdsqwbjyac
1000,1001,11929546,channel-5148,https://www.nexmark.com/caq/eyw/mhnv/item.htm?query=1&channel_id=942145536,1713277279926,mcwcdejrtteatgcndhoggdptllkzenuvxtaevqvtmltqlvuyjhanwykabyd
1006,1001,1341,channel-9415,https://www.nexmark.com/zxj/pno/ebmc/item.htm?query=1,1713277279926,walxjwdrzoqcgekbapkoptuxjypryyppydbqrppovlceytodfqyhlpbftfodjzcjvwmv
1000,1001,6784342,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,kvazyxmqppardwnoqcybqqvcdamdrhxpskqroxpgsdpvitzrtobmefuvjsvgbcaf
1007,1001,204,channel-6708,https://www.nexmark.com/trm/tzm/stk/item.htm?query=1&channel_id=743964672,1713277279926,ddrlpryrfwmdvvnxrgrhvnzfdvaxyvxgwayhprnlflneojsepkobciglqnvjmpsstpajdjtlwjeoh
1000,1001,489798,channel-3892,https://www.nexmark.com/d_o/zqf/ceb/item.htm?query=1&channel_id=753926144,1713277279926,zhalachvhfwmrscocnkfdesyjlwrkgklgjowshsauvvmonlatetwnhfqrsgusoxoxzaeoonadhyolyr
1000,1001,225,channel-4600,https://www.nexmark.com/vwnb/azwg/iix/item.htm?query=1&channel_id=529006592,1713277279926,ldnmxkqiqdsifyofcdvjmdqcwysoealwxyfnxkpifbrkhjrcsobtblrjofmznihbkghm
1004,1010,457408,channel-2009,https://www.nexmark.com/nbc/xiz/eiz/item.htm?query=1&channel_id=1679818752,1713277279926,zzhtfuxoilwvalelmrenxvcorvqsoknoaekzcbdaomjkjzfamhxqrvhrinjiqvgrqs
1000,1001,77546,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,gqmvkrbrfbubpkysxeujqzvndcnybyryatyhkvxzgprerlvtepzkvzlpizbmnjwstagqgmidywqmefypj
1000,1001,3602337,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,oumozxvsraaoxhixyyerogpidoxzolefryazbhwbvbmfwoconjsahxitapzfisudgcqlbww
1003,1001,1546,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,jyowubwoywhrtjtiwqqqokfatmhkbxsyrzjqyvduoaxxivzftqbjpigvuhbe
1001,1001,444,channel-1549,https://www.nexmark.com/m_qa/byr/tpg/item.htm?query=1&channel_id=1335885824,1713277279926,tbyedruuagxqniwygskuqxtzpeygumehalobsoxrcxxvhacalptbicpsftbpkkrcrpqrfscjd
1000,1001,204,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,mfbgldhhlproczsnoqtqvndzfxdvhnlaiurcpotfusmivyzvkqpwxbfplsuaiulowiyelricwejjitr
1000,1001,9940,channel-4737,https://www.nexmark.com/jzl/xiac/eb_/item.htm?query=1&channel_id=2125987840,1713277279926,wkvcujlurfkxessrternrvlkexhyvgufanuxdporollysdtxbgdknafmrsfauiakflicbczgxyvavy
1014,1005,1447590,channel-2126,https://www.nexmark.com/_bn/sxs/_ktz/item.htm?query=1,1713277279926,nzqjsiutvjsnoerynmmokhxwenlwapehdgvvsxznpnhefcgbqcnfajdjzkbmfoplbgjubsmhnsgxbpyie
1002,1001,15324,channel-7508,https://www.nexmark.com/jkeb/d_em/srjl/item.htm?query=1&channel_id=716701696,1713277279926,vgdhkucxxchkpsfktpkqsaiunbzbbfxeebmrtwadmtjludmnlvxbrgjtncnww
1000,1001,2397107,channel-1527,https://www.nexmark.com/_jzo/ftwi/imot/item.htm?query=1&channel_id=274726912,1713277279926,vimakbhcluyeacsjbkjodwlcjcikhkefitxdjpgcszrxsvqmjygjbmtesnsfgtwtkc
1012,1001,36384980,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,jjmkkzcaurzrbejewkmilhkckpknemwnguvnebdmrgdmamlcfcgquyzsapbmgzfqbtshqgjv
1000,1001,75764,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,znuxthcrtkzlepqcvizqsvyistlgvddretzrvcryyibioacddrtnjcewoqmmhhjojqtabsgg
1000,1001,51380,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,nyaawxxqtbaveygwheiorqgzqhpksobazmknuhjmgpqgctjdagltmgzgybbmvzvrsfq
1014,1003,4863,channel-1477,https://www.nexmark.com/yhv/lnyj/azvc/item.htm?query=1&channel_id=1549795328,1713277279926,bjtadomabdrscghfriozkpbyraqbzorguozpfynrqgcgxunwdykkxrmmtyiyjytmpmqeubhazyui
1016,1001,8499461,channel-1111,https://www.nexmark.com/jvkh/pdvx/_sxn/item.htm?query=1&channel_id=367001600,1713277279926,hsgcoyryogveetwzhmeajcwwagjlvkpmocxxzgufqtogojlcsvvxmefpztwlc
1012,1001,3640780,channel-4952,https://www.nexmark.com/got/jgen/wgde/item.htm?query=1&channel_id=449314816,1713277279926,lyxdbejkttsxpvmfpplruwlxiymydfqgnodaabmzjcjvfulbyptzxvzyfezszriafgfpnyyhroqyrhddo
1000,1001,20777,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,tzniccaapluvwdsskhpbuxhvbjwvkdcppkmurijypaqbxrgugdibkgmoupaxgkjttjiyvqiacmhznij
1007,1001,2790,channel-7953,https://www.nexmark.com/nkm/lrp/dpuj/item.htm?query=1&channel_id=1997012992,1713277279926,oqwbkwytqyfksbwdzgipltrwixoqmoarjokmtgydbjumlcncbtzqykeztqpfmg
1010,1001,112,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,vdxgmrsdprgnaxdorshgzgcohoxancgnnyrrugpuwcnpolikjmbwlrrqbryozcixbwerfhlzv
1000,1010,9011128,channel-4349,https://www.nexmark.com/gs_/hcc/qssk/item.htm?query=1&channel_id=1089994752,1713277279926,xystjygsacoylptzilkprswfksttqnzdkqcbrwfhqtqgdinzdvzdrwcuvedjwsvyngfkioobojyqlf
1005,1001,205,channel-4563,https://www.nexmark.com/huj/rdpo/ohw/item.htm?query=1,1713277279926,tmcbklpghtdapaqmirjdshtrpoktnvcncsckxbiqhdpblllvxidsbckdsoalyymnrujgszprfxwwcgrcf
1000,1001,16926,channel-5314,https://www.nexmark.com/_x_/wsv_/b__/item.htm?query=1&channel_id=1126694912,1713277279926,lxecnorwyclvkvcjzqqytnqydmozkgvosngpntkcbfyfkyvrzchfzrsrcnovsjkrypdbpmzmxy
1005,1001,60270,channel-6056,https://www.nexmark.com/_dry/tio/kczk/item.htm?query=1,1713277279926,wxifwnknyqoejbytjgulvbjhovsaslacobvtkdlrjhrbrlqscnluwlgtfszv
1000,1010,1596083,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,qizafrhhaqwargvfuhmeazxgttwknkhbuiimgyympwdjpiudnikbtlywgqwmzqkyasw
1018,1001,5422214,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,gjgqiogethhyohwsqdsmzigcvmvkdzcwroetchhenckaaoysblsujlkstgrqqigktpkivlyvegebw
1009,1001,242,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,njthbjgazrxtqddhkzpamoztuevbhmqiiczzgnkflnknbkjobbxjfkrufeoju
1014,1001,28588700,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,mmumddynzkksnfpphbgdkbazagtsdzepsoizobnujvnxukmkwsledqmvdnpauhhz
1000,1001,30631206,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,lhlvqujvdhttwcyrngatxwevfcxrjmlzdksveqggfkjyfpqqfetuqgmdscyhwhmouay
1012,1001,108303,channel-7848,https://www.nexmark.com/njks/pgp/ezea/item.htm?query=1&channel_id=360185856,1713277279926,fgcprmbwywbfvljykexsgjoltokfzowxjhrblhpdeitcncrwrbrtwezubcnkygazisuzutkiryamhdwd
1000,1001,867,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,ilswurmekhshssvkbrlcvjdhewepiylyhtwimbbzagpyfnjtxhkduqznqihlduwespcagvwk
1000,1001,107643,channel-8938,https://www.nexmark.com/z_co/juy/asks/item.htm?query=1&channel_id=1464074240,1713277279926,nfruwbryrdtjetbayyohodkhefmjupqitsenopxpqnrtkphrjznnijlxhx
1000,1001,740834,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,ngbqyrrtfhbuybwvuskgdnxqpccrjbzdsttpzrlfnashvtxcjiqihbkawrkutmkkwvpelqrhhh
1018,1003,1910,Google,https://www.nexmark.com/vzbh/ewxa/yha/item.htm?query=1,1713277279926,jogeewechyyfibduaittrywzngfdducfbipwdcwegydyzmhcoavburvgrvqzkqgv
1000,1001,17628,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,tkmghyfwghsjcdldmzqtcniqalkhxyfmkostmqpotpdaepptiuvnfvhpryrrghcbxsxobvpvdelzr
1000,1003,181919,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,jhpfdxlcxyrxcmyyuzurvwvhvgkfczytqujuzwsiakwkehdjlybgroafhvmnpjtui
1012,1001,6612576,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,gditgxbduyyqelcmrbsfargysftrgyuaicwrctcswpkjaudohnrpjh
1000,1000,45288780,Facebook,https://www.nexmark.com/_iyk/xmeu/gsic/item.htm?query=1,1713277279926,anqkhdkngbvsehceqjcdncysxfmenzxgqcirebmqujgxgtrhngvmzhrsflntfnmhdlkidxoaebmslc
1000,1001,3848622,channel-1525,https://www.nexmark.com/ujrs/dup/wbrq/item.htm?query=1&channel_id=1348468736,1713277279926,mjymmslfippunwglqekkzfvcubpqbcunyjkkjgalwkyhcyiswcukpqfucknvascrscjfcnqzzmged
1006,1004,34874,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,etrrjauousxmfklxpkiuoaryulshtukzrqtoaofpofubxkcensmyxecuxiwratbosxjpz
1007,1001,1854890,Baidu,https://www.nexmark.com/ivb/a_m/p_f_/item.htm?query=1,1713277279926,caqnstmqbgdqmwlhehepagruujaqaoeumixxznufttiximhflrwvagkqlscdcofqgka
1004,1002,4040,Apple,https://www.nexmark.com/rxa/n_n/ffl_/item.htm?query=1,1713277279926,xkyksbmbfyzjkhayrblykxosqwmefcackkqtutbycjifegyntjhqkcawczpdwbeoquunqxqtrf
1000,1006,266,channel-9572,https://www.nexmark.com/it_e/n_m/qgn/item.htm?query=1&channel_id=648282112,1713277279926,pcdwahsadgwawuifldsmiibcbdmkpgpqbqliegphofgluxsukwfrbd
